parcel_id,observed_conversion_5yr,synthetic_conversion_probability,conversion_type
P0003000,0,0.0582,none
P0003001,0,0.0441,none
P0003002,0,0.0047,none
P0003003,0,0.0321,none
P0003004,0,0.0021,none
P0003005,0,0.0096,none
P0003006,0,0.0222,none
P0003007,0,0.021,none
P0003008,0,0.1324,none
P0003009,0,0.0466,none
P0003010,0,0.069,none
P0003011,0,0.0153,none
P0003012,0,0.0017,none
P0003013,0,0.018,none
P0003014,0,0.013,none
P0003015,0,0.0072,none
P0003016,0,0.0399,none
P0003017,0,0.0153,none
P0003018,1,0.8147,data_center
P0003019,0,0.0977,none
P0003020,0,0.0059,none
P0003021,0,0.0106,none
P0003022,0,0.0302,none
P0003023,0,0.0401,none
P0003024,0,0.0111,none
P0003025,0,0.0208,none
P0003026,0,0.0368,none
P0003027,0,0.0088,none
P0003028,0,0.0065,none
P0003029,0,0.0111,none
P0003030,0,0.0539,none
P0003031,0,0.0003,none
P0003032,0,0.0116,none
P0003033,0,0.0079,none
P0003034,0,0.0291,none
P0003035,0,0.008,none
P0003036,0,0.1198,none
P0003037,0,0.0132,none
P0003038,0,0.0149,none
P0003039,0,0.0064,none
P0003040,0,0.0195,none
P0003041,0,0.0033,none
P0003042,0,0.0035,none
P0003043,0,0.0062,none
P0003044,0,0.0023,none
P0003045,0,0.0093,none
P0003046,0,0.0598,none
P0003047,0,0.0459,none
P0003048,0,0.0975,none
P0003049,0,0.0281,none
P0003050,0,0.0066,none
P0003051,0,0.0354,none
P0003052,0,0.0548,none
P0003053,0,0.035,none
P0003054,0,0.0311,none
P0003055,0,0.0268,none
P0003056,1,0.141,data_center
P0003057,0,0.0169,none
P0003058,0,0.0543,none
P0003059,0,0.0558,none
P0003060,0,0.0022,none
P0003061,0,0.0059,none
P0003062,0,0.0121,none
P0003063,0,0.0644,none
P0003064,0,0.0428,none
P0003065,0,0.0602,none
P0003066,0,0.0098,none
P0003067,0,0.0039,none
P0003068,0,0.0177,none
P0003069,0,0.0033,none
P0003070,0,0.0132,none
P0003071,0,0.0302,none
P0003072,0,0.0039,none
P0003073,0,0.0646,none
P0003074,0,0.0017,none
P0003075,0,0.1168,none
P0003076,0,0.0023,none
P0003077,0,0.0075,none
P0003078,0,0.007,none
P0003079,0,0.0423,none
P0003080,0,0.0084,none
P0003081,1,0.3636,industrial
P0003082,0,0.0159,none
P0003083,0,0.0184,none
P0003084,0,0.312,none
P0003085,0,0.0827,none
P0003086,0,0.0064,none
P0003087,0,0.0036,none
P0003088,0,0.0047,none
P0003089,0,0.0101,none
P0003090,0,0.05,none
P0003091,0,0.0154,none
P0003092,0,0.0159,none
P0003093,0,0.0079,none
P0003094,0,0.0395,none
P0003095,0,0.0024,none
P0003096,0,0.0146,none
P0003097,0,0.0256,none
P0003098,0,0.0262,none
P0003099,0,0.0077,none
P0003100,0,0.0399,none
P0003101,0,0.0054,none
P0003102,0,0.0202,none
P0003103,0,0.0151,none
P0003104,0,0.0037,none
P0003105,0,0.0092,none
P0003106,0,0.0204,none
P0003107,0,0.0247,none
P0003108,1,0.0289,solar
P0003109,0,0.0107,none
P0003110,0,0.0444,none
P0003111,0,0.0427,none
P0003112,0,0.0098,none
P0003113,0,0.1249,none
P0003114,0,0.022,none
P0003115,0,0.0274,none
P0003116,0,0.0108,none
P0003117,0,0.0408,none
P0003118,1,0.0268,solar
P0003119,0,0.0231,none
P0003120,0,0.0136,none
P0003121,0,0.0042,none
P0003122,0,0.0357,none
P0003123,1,0.2345,industrial
P0003124,0,0.0105,none
P0003125,0,0.0562,none
P0003126,0,0.0017,none
P0003127,0,0.0199,none
P0003128,0,0.0098,none
P0003129,0,0.0028,none
P0003130,0,0.0056,none
P0003131,0,0.0378,none
P0003132,0,0.0022,none
P0003133,0,0.0673,none
P0003134,0,0.0062,none
P0003135,0,0.0303,none
P0003136,0,0.0038,none
P0003137,0,0.0004,none
P0003138,0,0.0232,none
P0003139,0,0.0276,none
P0003140,0,0.0622,none
P0003141,0,0.0048,none
P0003142,0,0.0007,none
P0003143,0,0.0223,none
P0003144,0,0.0047,none
P0003145,0,0.0248,none
P0003146,0,0.1501,none
P0003147,0,0.0408,none
P0003148,0,0.023,none
P0003149,0,0.003,none
P0003150,0,0.0185,none
P0003151,0,0.1158,none
P0003152,0,0.0066,none
P0003153,0,0.0171,none
P0003154,0,0.0234,none
P0003155,0,0.0067,none
P0003156,0,0.0142,none
P0003157,0,0.1487,none
P0003158,0,0.014,none
P0003159,0,0.0304,none
P0003160,0,0.0225,none
P0003161,0,0.0088,none
P0003162,0,0.0102,none
P0003163,0,0.0055,none
P0003164,0,0.0038,none
P0003165,0,0.0089,none
P0003166,0,0.0078,none
P0003167,0,0.0117,none
P0003168,0,0.0581,none
P0003169,0,0.0115,none
P0003170,0,0.0216,none
P0003171,0,0.0163,none
P0003172,0,0.0162,none
P0003173,0,0.001,none
P0003174,1,0.0644,data_center
P0003175,0,0.0067,none
P0003176,0,0.0073,none
P0003177,0,0.0509,none
P0003178,0,0.0063,none
P0003179,0,0.0161,none
P0003180,0,0.0111,none
P0003181,0,0.1014,none
P0003182,0,0.0627,none
P0003183,0,0.0171,none
P0003184,0,0.0285,none
P0003185,0,0.0128,none
P0003186,0,0.0032,none
P0003187,0,0.214,none
P0003188,0,0.07,none
P0003189,0,0.0206,none
P0003190,0,0.0028,none
P0003191,0,0.0673,none
P0003192,0,0.0043,none
P0003193,0,0.0289,none
P0003194,0,0.0102,none
P0003195,0,0.0128,none
P0003196,0,0.0276,none
P0003197,0,0.3333,none
P0003198,0,0.0015,none
P0003199,0,0.0028,none
P0003200,0,0.0161,none
